,name,categories,lat,lng
72,Bar El Cubano,Café,36.97331249713898,15.232087969779968
73,Antica Dolceria Bonajuto,Dessert Shop,36.86027698200829,14.759962973155984
74,Ristorante Vicari,Italian Restaurant,36.89153848580425,15.069792122121573
75,Trattoria del Crocifisso,Diner,36.89440061915777,15.071364304589233
76,Riserva di Vendicari,Nature Preserve,36.8033359832134,15.097237229347227
77,i Sapori degli Iblei,Chocolate Shop,36.85874424062122,14.76061999797821
78,Ragusa,City,36.92509759519897,14.729042653002086
79,Piazza XVI Maggio,Plaza,36.89162342469237,15.06811385538804
80,Spiaggia Gelsomineto,Beach,36.94581825677883,15.186321447768357
81,Marpessa,Restaurant,36.891022,15.068278
82,Il Ciclope 2,Café,36.740516645447656,15.11600657852059
83,Il Gatto e la Volpe,Burger Joint,36.81815539408222,14.951581660726578
84,Modica Alta,Scenic Lookout,36.866533324715725,14.761280660043019
85,Delicatessen,Deli / Bodega,36.91827685466379,14.724804757514303
86,Pietre Nere Resort,Resort,36.84967769879819,14.829646879241706
87,Spiaggia di San Lorenzo,Beach,36.7590797487947,15.101608243358735
88,Bar Taormina,Breakfast Spot,36.820803126504124,14.953818043233369
89,Spiaggia di Calamosche,Beach,36.823193449171555,15.09914174463005
90,Il Braciere delle Scale,Sandwich Place,36.92402698851039,14.727505959450525
91,Pizzeria La Contea,Pizza Place,36.85966190328575,14.761025940822421
92,Masseria della volpe,Hotel,36.803687080991445,14.990299375740738
93,Spiaggia Marianelli,Beach,36.833335532010764,15.10591899576533
94,Locanda Del Colonnello,Italian Restaurant,36.86566810942128,14.76310375092545
95,Trattoria Majore,Italian Restaurant,37.03106459537959,14.703582854591193
96,Cantina Vecchia Baroni,Italian Restaurant,36.92931146567647,15.167200991253868
97,Trattoria del Cármine,Trattoria/Osteria,36.89118503765517,15.066405862693422
98,Augustus Birreria Pizzeria,Italian Restaurant,36.90066864528749,15.12402808342497
99,Dejà vu,Gastropub,36.908636481942295,15.132225602302588
0,Manna,Bistro,36.891831207993874,15.069241628866147
1,Dammuso,Restaurant,36.891649167903296,15.069021593011168
2,Sabbinirica,Bistro,36.89146,15.068698
3,Teatro Comunale Vittorio Emanuele,Theater,36.89154159885556,15.068048073370925
4,Caffè Costanzo,Café,36.89080139121929,15.069960549444188
5,Hotel Borgo Pantano,Hotel,37.03554796428889,15.225447138578078
6,Piazza Duomo,Plaza,37.05965969225593,15.293130786683147
7,Fontana di Diana,Fountain,37.061220860214455,15.293878098694485
8,Caseificio Borderi,Deli / Bodega,37.06545191383896,15.293635141790288
9,Orecchio di Dionisio,Historic Site,37.07634010964342,15.275919999984303
10,Fiordilatte,Ice Cream Shop,37.059687,15.293108
11,Teatro Greco di Siracusa,Historic Site,37.07540540288775,15.27593780497586
12,Fiordilatte,Ice Cream Shop,37.06625404832951,15.282318146672974
13,Bistrot Le Vin De L'assassin,French Restaurant,37.05799971852926,15.295035079214651
14,Fonte Aretusa,Historic Site,37.057363303210984,15.292995156376374
15,Calabernnardo,Beach,36.87024498284597,15.136662794247794
16,La Voglia Matta,Ice Cream Shop,37.0653804366941,15.288889382707184
17,Spiaggia Lido Di Noto,Beach,36.85428334167683,15.11387848398362
18,a putia,Italian Restaurant,37.06086153628684,15.294243850694139
19,Civico Maltato - Beer Shop,Brewery,37.06526600549536,15.285866258466815
20,Fratelli Burgio,Gourmet Shop,37.06553230183348,15.293564988236502
21,Caffè Sicilia,Dessert Shop,36.89115,15.06971
22,Masseria Degli Ulivi,Hotel,36.96237666352145,15.040464903862013
23,Piazza Umberto I,Plaza,36.90949045382537,15.134988881593191
24,Koala Pub Pizzeria,Gastropub,37.08117,15.27611
25,Spiaggia di Avola,Beach,36.90616888829812,15.148690069370305
26,Cortile Verga,Café,37.061138134723976,15.295200945242858
27,Trattoria Fontana D'Ercole,Trattoria/Osteria,36.89145,15.06755
28,Mikatù,Wine Bar,37.055798,15.293901
29,Tavernetta da Piero,Seafood Restaurant,37.06200887946343,15.292933845480622
30,Unesco - Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Historic Site,36.89223506817705,15.070388317108154
31,La Frateria,Pizza Place,37.081625354742656,15.22256459022015
32,Piazza Archimede,Plaza,37.06117605834746,15.293862218312334
33,B&B Via Della GIUDECCA,Bed & Breakfast,37.060227436127605,15.296421511304112
34,Mercato del pesce-Fish market,Fish Market,37.06517142220817,15.293478138293828
35,Hmora,Cocktail Bar,37.08374391661855,15.289462333715994
36,Charme Hotel Algilà Ortigia,Hotel,37.06269521642811,15.29595946316322
37,Il Leggendario Panino Da Antonio & Daniele,Food Truck,37.06579427793705,15.290895987120276
38,Piano B Casual Food,Italian Restaurant,37.06481116481906,15.288138645518233
39,Ponte Umbertino,Historic Site,37.06495929744555,15.290438705525007
40,Carnezzeria,Seafood Restaurant,37.064506,15.293354
41,Riserva di Vendicari,Nature Preserve,36.8033359832134,15.097237229347227
42,Castello Eurialo,Historic Site,37.09136374104084,15.220563522821278
43,Fontane Bianche,Beach,36.96378051855939,15.208940505981445
44,Ristorante Vicari,Italian Restaurant,36.89153848580425,15.069792122121573
45,movimentocentrale bike café,Café,37.06208887397762,15.294754349814669
46,Trattoria del Crocifisso,Diner,36.89440061915777,15.071364304589233
47,Bar Pasticceria Corsino,Café,37.06013594918711,14.907072718562668
48,pasticceria Artale siracusa,Breakfast Spot,37.060844246166845,15.293158120222126
49,Piazza XVI Maggio,Plaza,36.89162342469237,15.06811385538804
50,Belvedere Aretusa,Pedestrian Plaza,37.05750368779546,15.292542395534824
51,Marpessa,Restaurant,36.891022,15.068278
52,Il Ciclope 2,Café,36.740516645447656,15.11600657852059
53,Spiaggia Gelsomineto,Beach,36.94581825677883,15.186321447768357
54,Bar Kennedy,Café,37.086557,15.288355
55,Duomo,Church,37.059735439632604,15.293161754438913
56,La Lisca Cucina E Bottega,Italian Restaurant,37.064618225961645,15.293347612023352
57,Henry's House Hotel,Roof Deck,37.05596,15.29408
58,Bar El Cubano,Café,36.97331249713898,15.232087969779968
59,La Medusa,Italian Restaurant,37.056988,15.293685
60,Schitticchio Pizzeria,Bistro,37.06161487547423,15.292991842352444
61,Piazza Santa Lucia,Plaza,37.0721726128232,15.291078900104697
62,Tempio di Apollo,Historic Site,37.06400594636536,15.292563976208502
63,Spiaggia di San Lorenzo,Beach,36.7590797487947,15.101608243358735
64,Gusto Gelato,Ice Cream Shop,37.059998,15.294598
65,Belfiore,Ice Cream Shop,37.06499,15.29011
66,Spiaggia di Calamosche,Beach,36.823193449171555,15.09914174463005
67,Spiaggia Marianelli,Beach,36.833335532010764,15.10591899576533
68,Ragusa Ibla,Neighborhood,36.92617383674003,14.743876202084758
69,Cantina Vecchia Baroni,Italian Restaurant,36.92931146567647,15.167200991253868
70,Augustus Birreria Pizzeria,Italian Restaurant,36.90066864528749,15.12402808342497
71,Caprice Pasticceria,Dessert Shop,37.06164828971434,14.903214985471696
72,Dejà vu,Gastropub,36.908636481942295,15.132225602302588
73,Il Gatto e la Volpe,Burger Joint,36.81815539408222,14.951581660726578
74,Tonnara di Avola,Beach,36.899142023619035,15.14564033545506
75,Trattoria del Cármine,Trattoria/Osteria,36.89118503765517,15.066405862693422
76,Piazza Duomo,Plaza,36.92635,14.7438
77,Bar Taormina,Breakfast Spot,36.820803126504124,14.953818043233369
78,Masseria della volpe,Hotel,36.803687080991445,14.990299375740738
79,Duomo di San Giorgio,Church,36.8639364795145,14.761122465935538
80,Caffè Adamo,Ice Cream Shop,36.859750574360234,14.761768880729834
81,Largo Balata,Plaza,36.7413641099187,15.118909478187561
82,Quattro Gatti,Diner,36.924983,14.74742
83,Giro Di Vite,Cocktail Bar,36.92501624150873,14.729640752452116
84,Ristorante Il Duomo,Restaurant,36.92666287803925,14.741637159480232
85,Spiaggia Eloro,Beach,36.84576135860034,15.107180840096017
86,Antica Dolceria Bonajuto,Dessert Shop,36.86027698200829,14.759962973155984
87,La Capinera,Pizza Place,36.931849801227095,14.752235412597656
88,Giardino Ibleo,Park,36.925580656830064,14.747528463405557
89,i Sapori degli Iblei,Chocolate Shop,36.85874424062122,14.76061999797821
90,Trattoria La Bettola,Trattoria/Osteria,36.92700311516805,14.74409850999989
91,Campisi,Italian Restaurant,36.74098479560717,15.116727872856451
92,UNA Hotel One Spa&Wellness,Hotel,37.082370108744875,15.294691549356832
93,Pietre Nere Resort,Resort,36.84967769879819,14.829646879241706
94,Tonnara di Marzamemi,Plaza,36.74173207667987,15.118640657834604
95,Da Carletto,Ice Cream Shop,36.74250857695568,15.118735935378831
96,Ragusa,City,36.92509759519897,14.729042653002086
97,Isola di Capo Passero,Beach,36.6853189865053,15.1397237839307
98,Modica Alta,Scenic Lookout,36.866533324715725,14.761280660043019
99,"Riserva Naturale Orientata Pantalica, Valle dell'Anapo e Torrente Cava Grande",Scenic Lookout,37.14120089993003,15.0302375824647
0,Manna,Bistro,36.891831207993874,15.069241628866147
1,Dammuso,Restaurant,36.891649167903296,15.069021593011168
2,Sabbinirica,Bistro,36.89146,15.068698
3,Teatro Comunale Vittorio Emanuele,Theater,36.89154159885556,15.068048073370925
4,Caffè Costanzo,Café,36.89080139121929,15.069960549444188
5,Masseria Degli Ulivi,Hotel,36.96237666352145,15.040464903862013
6,Hotel Borgo Pantano,Hotel,37.03554796428889,15.225447138578078
7,Bar Pasticceria Corsino,Café,37.06013594918711,14.907072718562668
8,Caffè Sicilia,Dessert Shop,36.89115,15.06971
9,Piazza Duomo,Plaza,37.05965969225593,15.293130786683147
10,Spiaggia Lido Di Noto,Beach,36.85428334167683,15.11387848398362
11,Calabernnardo,Beach,36.87024498284597,15.136662794247794
12,Fontana di Diana,Fountain,37.061220860214455,15.293878098694485
13,Orecchio di Dionisio,Historic Site,37.07634010964342,15.275919999984303
14,Trattoria Fontana D'Ercole,Trattoria/Osteria,36.89145,15.06755
15,Caseificio Borderi,Deli / Bodega,37.06545191383896,15.293635141790288
16,Unesco - Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Historic Site,36.89223506817705,15.070388317108154
17,Fiordilatte,Ice Cream Shop,37.059687,15.293108
18,Teatro Greco di Siracusa,Historic Site,37.07540540288775,15.27593780497586
19,Fiordilatte,Ice Cream Shop,37.06625404832951,15.282318146672974
20,Bistrot Le Vin De L'assassin,French Restaurant,37.05799971852926,15.295035079214651
21,Ragusa Ibla,Neighborhood,36.92617383674003,14.743876202084758
22,Fonte Aretusa,Historic Site,37.057363303210984,15.292995156376374
23,Piazza Umberto I,Plaza,36.90949045382537,15.134988881593191
24,La Voglia Matta,Ice Cream Shop,37.0653804366941,15.288889382707184
25,Ristorante Vicari,Italian Restaurant,36.89153848580425,15.069792122121573
26,Trattoria del Crocifisso,Diner,36.89440061915777,15.071364304589233
27,Riserva di Vendicari,Nature Preserve,36.8033359832134,15.097237229347227
28,a putia,Italian Restaurant,37.06086153628684,15.294243850694139
29,Civico Maltato - Beer Shop,Brewery,37.06526600549536,15.285866258466815
30,Fratelli Burgio,Gourmet Shop,37.06553230183348,15.293564988236502
31,Caprice Pasticceria,Dessert Shop,37.06164828971434,14.903214985471696
32,Spiaggia di Avola,Beach,36.90616888829812,15.148690069370305
33,Piazza XVI Maggio,Plaza,36.89162342469237,15.06811385538804
34,Piazza Duomo,Plaza,36.92635,14.7438
35,Koala Pub Pizzeria,Gastropub,37.08117,15.27611
36,Marpessa,Restaurant,36.891022,15.068278
37,Quattro Gatti,Diner,36.924983,14.74742
38,Duomo di San Giorgio,Church,36.8639364795145,14.761122465935538
39,Giro Di Vite,Cocktail Bar,36.92501624150873,14.729640752452116
40,La Frateria,Pizza Place,37.081625354742656,15.22256459022015
41,Caffè Adamo,Ice Cream Shop,36.859750574360234,14.761768880729834
42,Cortile Verga,Café,37.061138134723976,15.295200945242858
43,Ristorante Il Duomo,Restaurant,36.92666287803925,14.741637159480232
44,Mikatù,Wine Bar,37.055798,15.293901
45,Il Ciclope 2,Café,36.740516645447656,15.11600657852059
46,Tavernetta da Piero,Seafood Restaurant,37.06200887946343,15.292933845480622
47,Hmora,Cocktail Bar,37.08374391661855,15.289462333715994
48,La Capinera,Pizza Place,36.931849801227095,14.752235412597656
49,Giardino Ibleo,Park,36.925580656830064,14.747528463405557
50,Piazza Archimede,Plaza,37.06117605834746,15.293862218312334
51,B&B Via Della GIUDECCA,Bed & Breakfast,37.060227436127605,15.296421511304112
52,Mercato del pesce-Fish market,Fish Market,37.06517142220817,15.293478138293828
53,Charme Hotel Algilà Ortigia,Hotel,37.06269521642811,15.29595946316322
54,Il Gatto e la Volpe,Burger Joint,36.81815539408222,14.951581660726578
55,Antica Dolceria Bonajuto,Dessert Shop,36.86027698200829,14.759962973155984
56,Il Leggendario Panino Da Antonio & Daniele,Food Truck,37.06579427793705,15.290895987120276
57,Castello Eurialo,Historic Site,37.09136374104084,15.220563522821278
58,Spiaggia di San Lorenzo,Beach,36.7590797487947,15.101608243358735
59,Piano B Casual Food,Italian Restaurant,37.06481116481906,15.288138645518233
60,Ponte Umbertino,Historic Site,37.06495929744555,15.290438705525007
61,i Sapori degli Iblei,Chocolate Shop,36.85874424062122,14.76061999797821
62,Bar Taormina,Breakfast Spot,36.820803126504124,14.953818043233369
63,Trattoria La Bettola,Trattoria/Osteria,36.92700311516805,14.74409850999989
64,Carnezzeria,Seafood Restaurant,37.064506,15.293354
65,Spiaggia di Calamosche,Beach,36.823193449171555,15.09914174463005
66,movimentocentrale bike café,Café,37.06208887397762,15.294754349814669
67,Fontane Bianche,Beach,36.96378051855939,15.208940505981445
68,Masseria della volpe,Hotel,36.803687080991445,14.990299375740738
69,Spiaggia Marianelli,Beach,36.833335532010764,15.10591899576533
70,pasticceria Artale siracusa,Breakfast Spot,37.060844246166845,15.293158120222126
71,Belvedere Aretusa,Pedestrian Plaza,37.05750368779546,15.292542395534824
72,Pietre Nere Resort,Resort,36.84967769879819,14.829646879241706
73,Trattoria del Cármine,Trattoria/Osteria,36.89118503765517,15.066405862693422
74,Bar Kennedy,Café,37.086557,15.288355
75,Ragusa,City,36.92509759519897,14.729042653002086
76,La Lisca Cucina E Bottega,Italian Restaurant,37.064618225961645,15.293347612023352
77,Duomo,Church,37.059735439632604,15.293161754438913
78,Spiaggia Gelsomineto,Beach,36.94581825677883,15.186321447768357
79,Modica Alta,Scenic Lookout,36.866533324715725,14.761280660043019
80,Henry's House Hotel,Roof Deck,37.05596,15.29408
81,Piazza Santa Lucia,Plaza,37.0721726128232,15.291078900104697
82,La Medusa,Italian Restaurant,37.056988,15.293685
83,Schitticchio Pizzeria,Bistro,37.06161487547423,15.292991842352444
84,Tempio di Apollo,Historic Site,37.06400594636536,15.292563976208502
85,Gusto Gelato,Ice Cream Shop,37.059998,15.294598
86,Bar El Cubano,Café,36.97331249713898,15.232087969779968
87,Belfiore,Ice Cream Shop,37.06499,15.29011
88,Augustus Birreria Pizzeria,Italian Restaurant,36.90066864528749,15.12402808342497
89,Largo Balata,Plaza,36.7413641099187,15.118909478187561
90,Pizzeria La Contea,Pizza Place,36.85966190328575,14.761025940822421
91,Dejà vu,Gastropub,36.908636481942295,15.132225602302588
92,Spiaggia Eloro,Beach,36.84576135860034,15.107180840096017
93,Tonnara di Avola,Beach,36.899142023619035,15.14564033545506
94,Locanda Del Colonnello,Italian Restaurant,36.86566810942128,14.76310375092545
95,Delicatessen,Deli / Bodega,36.91827685466379,14.724804757514303
96,Cantina Vecchia Baroni,Italian Restaurant,36.92931146567647,15.167200991253868
97,Il Braciere delle Scale,Sandwich Place,36.92402698851039,14.727505959450525
98,Campisi,Italian Restaurant,36.74098479560717,15.116727872856451
99,"Riserva Naturale Orientata Pantalica, Valle dell'Anapo e Torrente Cava Grande",Scenic Lookout,37.14120089993003,15.0302375824647
0,Manna,Bistro,36.891831207993874,15.069241628866147
1,Dammuso,Restaurant,36.891649167903296,15.069021593011168
2,Sabbinirica,Bistro,36.89146,15.068698
3,Teatro Comunale Vittorio Emanuele,Theater,36.89154159885556,15.068048073370925
4,Caffè Costanzo,Café,36.89080139121929,15.069960549444188
5,Masseria Degli Ulivi,Hotel,36.96237666352145,15.040464903862013
6,Bar Pasticceria Corsino,Café,37.06013594918711,14.907072718562668
7,Hotel Borgo Pantano,Hotel,37.03554796428889,15.225447138578078
8,Caffè Sicilia,Dessert Shop,36.89115,15.06971
9,Piazza Duomo,Plaza,37.05965969225593,15.293130786683147
10,Spiaggia Lido Di Noto,Beach,36.85428334167683,15.11387848398362
11,Calabernnardo,Beach,36.87024498284597,15.136662794247794
12,Trattoria Fontana D'Ercole,Trattoria/Osteria,36.89145,15.06755
13,Fontana di Diana,Fountain,37.061220860214455,15.293878098694485
14,Orecchio di Dionisio,Historic Site,37.07634010964342,15.275919999984303
15,Caseificio Borderi,Deli / Bodega,37.06545191383896,15.293635141790288
16,Unesco - Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Historic Site,36.89223506817705,15.070388317108154
17,Fiordilatte,Ice Cream Shop,37.059687,15.293108
18,Teatro Greco di Siracusa,Historic Site,37.07540540288775,15.27593780497586
19,Ragusa Ibla,Neighborhood,36.92617383674003,14.743876202084758
20,Fiordilatte,Ice Cream Shop,37.06625404832951,15.282318146672974
21,Bistrot Le Vin De L'assassin,French Restaurant,37.05799971852926,15.295035079214651
22,Piazza Umberto I,Plaza,36.90949045382537,15.134988881593191
23,Fonte Aretusa,Historic Site,37.057363303210984,15.292995156376374
24,Ristorante Vicari,Italian Restaurant,36.89153848580425,15.069792122121573
25,Caprice Pasticceria,Dessert Shop,37.06164828971434,14.903214985471696
26,La Voglia Matta,Ice Cream Shop,37.0653804366941,15.288889382707184
27,Trattoria del Crocifisso,Diner,36.89440061915777,15.071364304589233
28,Riserva di Vendicari,Nature Preserve,36.8033359832134,15.097237229347227
29,Piazza Duomo,Plaza,36.92635,14.7438
30,a putia,Italian Restaurant,37.06086153628684,15.294243850694139
31,Civico Maltato - Beer Shop,Brewery,37.06526600549536,15.285866258466815
32,Fratelli Burgio,Gourmet Shop,37.06553230183348,15.293564988236502
33,Quattro Gatti,Diner,36.924983,14.74742
34,Spiaggia di Avola,Beach,36.90616888829812,15.148690069370305
35,Piazza XVI Maggio,Plaza,36.89162342469237,15.06811385538804
36,Giro Di Vite,Cocktail Bar,36.92501624150873,14.729640752452116
37,Duomo di San Giorgio,Church,36.8639364795145,14.761122465935538
38,Ristorante Il Duomo,Restaurant,36.92666287803925,14.741637159480232
39,Caffè Adamo,Ice Cream Shop,36.859750574360234,14.761768880729834
40,Marpessa,Restaurant,36.891022,15.068278
41,Koala Pub Pizzeria,Gastropub,37.08117,15.27611
42,La Capinera,Pizza Place,36.931849801227095,14.752235412597656
43,Giardino Ibleo,Park,36.925580656830064,14.747528463405557
44,La Frateria,Pizza Place,37.081625354742656,15.22256459022015
45,Cortile Verga,Café,37.061138134723976,15.295200945242858
46,Antica Dolceria Bonajuto,Dessert Shop,36.86027698200829,14.759962973155984
47,Mikatù,Wine Bar,37.055798,15.293901
48,Il Ciclope 2,Café,36.740516645447656,15.11600657852059
49,Il Gatto e la Volpe,Burger Joint,36.81815539408222,14.951581660726578
50,Tavernetta da Piero,Seafood Restaurant,37.06200887946343,15.292933845480622
51,Hmora,Cocktail Bar,37.08374391661855,15.289462333715994
52,Piazza Archimede,Plaza,37.06117605834746,15.293862218312334
53,i Sapori degli Iblei,Chocolate Shop,36.85874424062122,14.76061999797821
54,B&B Via Della GIUDECCA,Bed & Breakfast,37.060227436127605,15.296421511304112
55,Trattoria La Bettola,Trattoria/Osteria,36.92700311516805,14.74409850999989
56,Mercato del pesce-Fish market,Fish Market,37.06517142220817,15.293478138293828
57,Charme Hotel Algilà Ortigia,Hotel,37.06269521642811,15.29595946316322
58,Castello Eurialo,Historic Site,37.09136374104084,15.220563522821278
59,Il Leggendario Panino Da Antonio & Daniele,Food Truck,37.06579427793705,15.290895987120276
60,Bar Taormina,Breakfast Spot,36.820803126504124,14.953818043233369
61,Spiaggia di San Lorenzo,Beach,36.7590797487947,15.101608243358735
62,Piano B Casual Food,Italian Restaurant,37.06481116481906,15.288138645518233
63,Ponte Umbertino,Historic Site,37.06495929744555,15.290438705525007
64,Carnezzeria,Seafood Restaurant,37.064506,15.293354
65,Spiaggia di Calamosche,Beach,36.823193449171555,15.09914174463005
66,movimentocentrale bike café,Café,37.06208887397762,15.294754349814669
67,Masseria della volpe,Hotel,36.803687080991445,14.990299375740738
68,Pietre Nere Resort,Resort,36.84967769879819,14.829646879241706
69,Fontane Bianche,Beach,36.96378051855939,15.208940505981445
70,Ragusa,City,36.92509759519897,14.729042653002086
71,Spiaggia Marianelli,Beach,36.833335532010764,15.10591899576533
72,pasticceria Artale siracusa,Breakfast Spot,37.060844246166845,15.293158120222126
73,Belvedere Aretusa,Pedestrian Plaza,37.05750368779546,15.292542395534824
74,Trattoria del Cármine,Trattoria/Osteria,36.89118503765517,15.066405862693422
75,Modica Alta,Scenic Lookout,36.866533324715725,14.761280660043019
76,Bar Kennedy,Café,37.086557,15.288355
77,La Lisca Cucina E Bottega,Italian Restaurant,37.064618225961645,15.293347612023352
